"Processor_Number","Vertical_Segment","nb_of_Cores","nb_of_Threads","Max_nb_of_Memory_Channels","PCI_Express_Revision","Max_nb_of_PCI_Express_Lanes","Price_USD","Launch_Year","Lithography_nm","Base_Frequency_GHz","Turbo_Frequency_GHz","Cache_MB","TDP_W","Max_Memory_GB","Memory_Bandwidth_GBs"
"","Mobile",1,1,2,3,12,64,2002,130,2.4,2.4,256,35,16,25.6
"","Desktop",1,1,2,3,16,37,2000,180,0.85,0.85,128,25.7,32,25.6
"","Desktop",1,1,2,3,16,37,2000,180,0.6,0.6,128,15.8,32,25.6
"","Desktop",1,1,2,3,16,37,2002,130,2.3,2.3,128,58.3,32,25.6
"390","Mobile",1,1,2,3,12,64,2004,90,1.7,1.7,1,21,16,25.6
"330","Desktop",1,1,2,3,16,37,2004,90,2.66,2.66,256,73,32,25.6
"B815","Mobile",2,2,2,2,16,275,2012,32,1.6,1.6,2,35,16,21.3
"847","Mobile",2,2,2,2,16,134,2011,32,1.1,1.1,2,17,16,21.3
"G540T","Desktop",2,2,2,2,16,75,2012,32,2.1,2.1,2,35,32,17
"573","Mobile",1,1,2,3,12,64,2006,65,1,1,512,10,16,25.6
"","Mobile",1,1,2,3,12,64,2003,130,0.6,0.6,512,7,16,25.6
"","Mobile",1,1,2,3,12,64,2000,180,0.75,0.75,128,15.8,16,25.6
"","Mobile",1,1,2,3,12,64,2002,130,2.2,2.2,256,35,16,25.6
"","Desktop",1,1,2,3,16,37,2000,180,0.8,0.8,128,20.8,32,25.6
"","Desktop",1,1,2,3,16,37,2000,180,0.566,0.566,128,19.2,32,25.6
"","Desktop",1,1,2,3,16,37,2002,130,2.2,2.2,128,57.1,32,25.6
"380","Mobile",1,1,2,3,12,64,2004,90,1.6,1.6,1,21,16,25.6
"326","Desktop",1,1,2,3,16,37,2004,90,2.53,2.53,256,84,32,25.6
"B820","Mobile",2,2,2,2,16,275,2012,32,1.7,1.7,2,35,16,21.3
"847E","Embedded",2,2,2,2,16,111,2011,32,1.1,1.1,2,17,16.6,21.3
"G550","Desktop",2,2,2,2,16,42,2012,32,2.6,2.6,2,65,32,17
"530","Mobile",1,1,2,3,12,64,2007,65,1.73,1.73,1,27,16,25.6
"443","Mobile",1,1,2,3,12,64,2007,65,1.2,1.2,1,5.5,16,25.6
"","Mobile",1,1,2,3,12,64,2000,180,0.733,0.733,128,20.6,16,25.6
"","Mobile",1,1,2,3,12,64,2000,180,0.7,0.7,128,15,16,25.6
"","Mobile",1,1,2,3,12,64,2002,130,2,2,256,32,16,25.6
"","Desktop",1,1,2,3,16,37,2099,250,0.533,0.533,128,28.3,32,25.6
"","Desktop",1,1,2,3,16,37,2002,130,2.1,2.1,128,55.5,32,25.6
"","Desktop",1,1,2,3,16,37,2002,130,1.4,1.4,256,34.8,32,25.6
"","Mobile",1,1,2,3,12,64,2002,130,0.8,0.8,512,7,16,25.6
"370","Mobile",1,1,2,3,12,64,2004,90,1.5,1.5,1,21,16,25.6
"325J","Desktop",1,1,2,3,16,37,2004,90,2.53,2.53,256,84,32,25.6
"B830","Mobile",2,2,2,2,16,275,2012,32,1.8,1.8,2,35,16,21.3
"857","Mobile",2,2,2,2,16,275,2011,32,1.2,1.2,2,17,16,21.3
"G550T","Desktop",2,2,2,2,16,75,2012,32,2.2,2.2,2,35,32,17
"450","Desktop",1,1,2,3,16,37,2008,65,2.2,2.2,512,35,32,25.6
"523","Mobile",1,1,2,3,12,64,2007,65,0.93,0.93,1,5.5,16,25.6
"540","Mobile",1,1,2,3,12,64,2007,65,1.86,1.86,1,30,16,25.6
"","Mobile",1,1,2,3,12,64,2000,180,0.65,0.65,128,14,16,25.6
"","Mobile",1,1,2,3,12,64,2002,130,1.8,1.8,256,66.1,16,25.6
"","Mobile",1,1,2,3,12,64,2002,130,1.33,1.33,256,19,16,25.6
"","Desktop",1,1,2,3,16,37,2099,250,0.5,0.5,128,27,32,25.6
"","Desktop",1,1,2,3,16,37,2002,130,2,2,128,52.8,32,25.6
"","Desktop",1,1,2,3,16,37,2002,130,1.3,1.3,256,33.4,32,25.6
"423","Mobile",1,1,2,3,12,64,2006,65,1.06,1.06,1,5.5,16,25.6
"360","Mobile",1,1,2,3,12,64,2004,90,1.4,1.4,1,21,16,25.6
"326","Desktop",1,1,2,3,16,37,2004,90,2.53,2.53,256,84,32,25.6
"G555","Desktop",2,2,2,2,16,52,2012,32,2.7,2.7,2,65,32,17
"867","Mobile",2,2,2,2,16,275,2012,32,1.3,1.3,2,17,16,21.3
"B840","Mobile",2,2,2,2,16,86,2011,32,1.9,1.9,2,35,16,21.3
"B710","Mobile",1,1,2,2,16,64,2011,32,1.6,1.6,1.5,35,16,21.3
"G440","Desktop",1,1,2,2,16,37,2011,32,1.6,1.6,1,35,32,17
"E3500","Desktop",2,2,2,3,16,52,2010,45,2.7,2.7,1,65,32,21
"T1700","Mobile",2,2,2,3,12,275,2008,65,1.83,1.83,1,35,16,25.6
"550","Mobile",1,1,2,3,12,64,2006,65,2,2,1,31,16,25.6
"","Mobile",1,1,2,3,12,64,2000,180,0.6,0.6,128,13,16,25.6
"","Mobile",1,1,2,3,12,64,2002,130,1.7,1.7,256,30,16,25.6
"","Desktop",1,1,2,3,16,37,2099,250,0.433,0.433,128,24.1,32,25.6
"","Desktop",1,1,2,3,16,37,2002,130,1.2,1.2,256,32.1,32,25.6
"450","Mobile",1,1,2,3,12,64,2007,65,2,2,1,27,16,25.6
"350","Mobile",1,1,2,3,12,64,2004,90,1.3,1.3,1,21,16,25.6
"325","Desktop",1,1,2,3,16,37,2004,90,2.53,2.53,256,73,32,25.6
"877","Mobile",2,2,2,2,16,275,2012,32,1.4,1.4,2,17,16,21.3
"B720","Mobile",1,1,2,2,16,64,2012,32,1.7,1.7,1.5,35,16,21.3
"G460","Desktop",1,2,2,2,16,37,2011,32,1.8,1.8,1.5,35,32,17
"E3400","Desktop",2,2,2,3,16,42,2010,45,2.6,2.6,1,65,32,21
"T3500","Mobile",2,2,2,3,12,275,2010,45,2.1,2.1,1,35,16,17.1
"T1600","Mobile",2,2,2,3,12,275,2008,65,1.66,1.66,1,35,16,25.6
"E1200","Desktop",2,2,2,3,16,75,2008,65,1.6,1.6,512,65,32,25.6
"560","Mobile",1,1,2,3,12,64,2008,65,2.13,2.13,1,31,16,25.6
"215","Mobile",1,1,2,3,12,64,2007,65,1.33,1.33,512,27,16,25.6
"","Mobile",1,1,2,3,12,64,2004,130,1.6,1.6,256,30,16,25.6
"","Desktop",1,1,2,3,16,37,2099,250,0.4,0.4,128,23.7,32,25.6
"","Mobile",1,1,2,3,12,64,2002,130,1.2,1.2,256,24.4,16,25.6
"","Desktop",1,1,2,3,16,37,2002,130,1.8,1.8,128,66.1,32,25.6
"","Desktop",1,1,2,3,16,37,2002,130,1.1,1.1,256,28.9,32,25.6
"440","Mobile",1,1,2,3,12,64,2006,65,1.86,1.86,1,27,16,25.6
"340","Mobile",1,1,2,3,12,64,2002,130,1.5,1.5,512,24.5,16,25.6
"320","Desktop",1,1,2,3,16,37,2004,90,2.4,2.4,256,73,32,25.6
"G465","Desktop",1,2,2,2,16,37,2012,32,1.9,1.9,1.5,35,32,17
"887","Mobile",2,2,2,2,16,275,2012,32,1.5,1.5,2,17,16,21.3
"P4600","Mobile",2,2,2,2,16,275,2010,32,2,2,2,35,8,17.1
"U3600","Mobile",2,2,2,2,16,134,2011,32,1.2,1.2,2,18,8,12.8
"T3300","Mobile",2,2,2,3,12,275,2010,45,2,2,1,35,16,17.1
"E3300","Desktop",2,2,2,3,16,47,2009,45,2.5,2.5,1,65,32,23.3
"900","Mobile",1,1,2,3,12,64,2009,45,2.2,2.2,1,35,16,21
"743","Mobile",1,1,2,3,12,64,2009,45,1.3,1.3,1,10,16,21
"570","Mobile",1,1,2,3,12,64,2008,65,2.26,2.26,1,31,16,25.6
"E1400","Desktop",2,2,2,3,16,75,2008,65,2,2,512,65,32,25.6
"440","Desktop",1,1,2,3,16,37,2006,65,2,2,512,35,32,25.6
"","Mobile",1,1,2,3,12,64,2004,130,1.5,1.5,256,30,16,25.6
"","Desktop",1,1,2,3,16,37,2099,250,0.366,0.366,128,21.7,32,25.6
"","Mobile",1,1,2,3,12,64,2002,130,1.13,1.13,256,23.8,16,25.6
"","Desktop",1,1,2,3,16,37,2002,130,1.7,1.7,128,63.5,32,25.6
"430","Mobile",1,1,2,3,12,64,2007,65,1.73,1.73,1,27,16,25.6
"","Desktop",1,1,2,3,16,37,2000,180,1.1,1.1,128,33,32,25.6
"330","Mobile",1,1,2,3,12,64,2002,130,1.4,1.4,512,24.5,16,25.6
"315J","Desktop",1,1,2,3,16,37,2004,90,2.26,2.26,256,73,32,25.6
"G470","Desktop",1,2,2,2,16,37,2013,32,2,2,1.5,35,32,17
"787","Mobile",1,1,2,2,16,64,2011,32,1.3,1.3,1.5,17,16,21.3
"925","Mobile",1,1,2,3,12,64,2011,45,2.3,2.3,1,35,16,21.3
"U3405","Mobile",2,2,2,2,16,105,2010,32,1.06,1.06,2,18,8,17.1
"320","Desktop",1,1,2,3,16,37,2004,90,2.4,2.4,256,84,32,25.6
"P4505","Mobile",2,2,2,2,16,68,2010,32,1.86,1.86,2,35,8,17.1
"E3200","Desktop",2,2,2,3,16,47,2009,45,2.4,2.4,1,65,32,23.3
"723","Mobile",1,1,2,3,12,87,2008,45,1.2,1.2,1,10,16,25.6
"575","Mobile",1,1,2,3,12,64,2006,65,2,2,1,31,16,25.6
"E1500","Desktop",2,2,2,3,16,47,2006,65,2.2,2.2,512,65,32,25.6
"430","Desktop",1,1,2,3,16,37,2007,65,1.8,1.8,512,35,32,25.6
"530","Mobile",1,1,2,3,12,64,2006,65,1.73,1.73,1,30,16,25.6
"","Desktop",1,1,2,3,16,37,2007,65,1.83,1.83,1,27,32,25.6
"","Mobile",1,1,2,3,12,64,2000,180,0.45,0.45,128,15.5,16,25.6
"","Mobile",1,1,2,3,12,64,2004,130,1.4,1.4,256,30,16,25.6
"","Mobile",1,1,2,3,12,64,2002,130,1.06,1.06,256,23.2,16,25.6
"","Desktop",1,1,2,3,16,37,2099,250,0.333,0.333,128,19.7,32,25.6
"","Desktop",1,1,2,3,16,37,2002,130,1,1,256,27.8,32,25.6
"420","Mobile",1,1,2,3,12,64,2007,65,1.6,1.6,1,27,16,25.6
"320","Mobile",1,1,2,3,12,64,2003,130,1.3,1.3,512,24.5,16,25.6
"315","Desktop",1,1,2,3,16,37,2004,90,2.26,2.26,256,73,32,25.6
"927UE","Embedded",1,1,2,2,1,95,2013,22,1.5,1.5,1,17,16,25.6
"797","Mobile",1,1,2,2,16,64,2012,32,1.4,1.4,1.5,17,16,21.3
"763","Mobile",1,1,2,3,12,64,2011,45,1.4,1.4,1,10,16,21.3
"U3400","Mobile",2,2,2,2,16,275,2010,32,1.06,1.06,2,18,8,12.8
"P1053","Embedded",1,2,2,2,16,153,2010,45,1.33,1.33,2,30,32,17.1
"P4500","Mobile",2,2,2,2,16,68,2010,32,1.86,1.86,2,35,8,17.1
"SU2300","Mobile",2,2,2,3,12,275,2009,45,1.2,1.2,1,10,16,21
"T3100","Mobile",2,2,2,3,12,62,2008,45,1.9,1.9,1,35,16,25.6
"722","Mobile",1,1,2,3,12,161,2008,45,1.2,1.2,1,5.5,16,25.6
"585","Mobile",1,1,2,3,12,64,2008,65,2.16,2.16,1,31,16,25.6
"E1600","Desktop",2,2,2,3,16,58,2009,65,2.4,2.4,512,65,32,23.3
"220","Desktop",1,1,2,3,16,37,2007,65,1.2,1.2,512,19,32,25.6
"","Desktop",1,1,2,3,16,37,2006,65,1.66,1.66,1,27,32,25.6
"420","Desktop",1,1,2,3,16,37,2007,65,1.6,1.6,512,35,32,25.6
"520","Mobile",1,1,2,3,12,64,2007,65,1.6,1.6,1,30,16,25.6
"","Mobile",1,1,2,3,12,64,2002,130,1.2,1.2,256,20.8,16,25.6
"","Mobile",1,1,2,3,12,64,2002,130,1,1,256,22,16,25.6
"","Desktop",1,1,2,3,16,37,2099,250,0.3,0.3,128,17.8,32,25.6
"","Desktop",1,1,2,3,16,37,2000,180,1,1,128,29,32,25.6
"410","Mobile",1,1,2,3,12,64,2007,65,1.46,1.46,1,27,16,25.6
"310","Mobile",1,1,2,3,12,64,2002,130,1.2,1.2,512,24.5,16,25.6
"310","Desktop",1,1,2,3,16,37,2005,90,2.13,2.13,256,73,32,25.6
"3106","Server",8,8,6,3,48,1223,2017,14,1.7,1.7,11,85,768,37.5
"4108","Server",8,16,6,3,48,1223,2017,14,1.8,3,11,85,768,37.5
"4109T","Server",8,16,6,3,48,501,2017,14,2,3,11,70,768,37.5
"4110","Server",8,16,6,3,48,1223,2017,14,2.1,3,11,85,768,37.5
"4112","Server",4,8,6,3,48,417,2017,14,2.6,3,8.25,85,768,37.5
"4114T","Server",10,20,6,3,48,773,2017,14,2.2,3,13.75,85,768,37.5
"4114","Server",10,20,6,3,48,2225,2017,14,2.2,3,13.75,85,768,37.5
"4116","Server",12,24,6,3,48,2050.5,2017,14,2.1,3,16.5,85,768,37.5
"4116T","Server",12,24,6,3,48,2050.5,2017,14,2.1,3,16.5,85,768,37.5
"5115","Server",10,20,6,3,48,1221,2017,14,2.4,3.2,13.75,85,768,37.5
"5118","Server",12,24,6,3,48,1273,2017,14,2.3,3.2,16.5,105,768,37.5
"5119T","Server",14,28,6,3,48,2111,2017,14,1.9,3.2,19.25,85,768,37.5
"5120","Server",14,28,6,3,48,2111,2017,14,2.2,3.2,19.25,105,768,37.5
"5122","Server",4,8,6,3,48,417,2017,14,3.6,3.7,16.5,105,768,37.5
"5120T","Server",14,28,6,3,48,1727,2017,14,2.2,3.2,19.25,105,768,37.5
"6126","Server",12,24,6,3,48,1776,2017,14,2.6,3.7,19.25,125,768,37.5
"6126F","Server",12,24,6,3,48,1931,2017,14,2.6,3.7,19.25,135,768,37.5
"6126T","Server",12,24,6,3,48,1865,2017,14,2.6,3.7,19.25,125,768,37.5
"6128","Server",6,12,6,3,48,639.5,2017,14,3.4,3.7,19.25,115,768,37.5
"6130","Server",16,32,6,3,48,2891,2017,14,2.1,3.7,22,125,768,37.5
"6130F","Server",16,32,6,3,48,2049,2017,14,2.1,3.7,22,135,768,37.5
"6130T","Server",16,32,6,3,48,1988,2017,14,2.1,3.7,22,125,768,37.5
"6132","Server",14,28,6,3,48,2111,2017,14,2.6,3.7,19.25,140,768,37.5
"6134M","Server",8,16,6,3,48,5217,2017,14,3.2,3.7,24.75,130,1536,37.5
"6134","Server",8,16,6,3,48,1223,2017,14,3.2,3.7,24.75,130,768,37.5
"6136","Server",12,24,6,3,48,2460,2017,14,3,3.7,24.75,150,768,37.5
"6138","Server",20,40,6,3,48,3226,2017,14,2,3.7,27.5,125,768,37.5
"6138F","Server",20,40,6,3,48,2767,2017,14,2,3.7,27.5,135,768,37.5
"6138T","Server",20,40,6,3,48,2742,2017,14,2,3.7,27.5,125,768,37.5
"6140","Server",18,36,6,3,48,5060,2017,14,2.3,3.7,24.75,140,768,37.5
"6140M","Server",18,36,6,3,48,5448,2017,14,2.3,3.7,24.75,140,1536,37.5
"6142","Server",16,32,6,3,48,2891,2017,14,2.6,3.7,22,150,768,37.5
"6142M","Server",16,32,6,3,48,5949,2017,14,2.6,3.7,22,150,1536,37.5
"6144","Server",8,16,6,3,48,2925,2017,14,3.5,4.2,24.75,150,768,37.5
"6142F","Server",16,32,6,3,48,3101,2017,14,2.6,3.7,22,160,768,37.5
"6146","Server",12,24,6,3,48,3286,2017,14,3.2,4.2,24.75,165,768,37.5
"6148","Server",20,40,6,3,48,3226,2017,14,2.4,3.7,27.5,150,768,37.5
"6148F","Server",20,40,6,3,48,3227,2017,14,2.4,3.7,27.5,160,768,37.5
"6150","Server",18,36,6,3,48,3358,2017,14,2.7,3.7,24.75,165,768,37.5
"6152","Server",22,44,6,3,48,5416.5,2017,14,2.1,3.7,30.25,140,768,37.5
"6154","Server",18,36,6,3,48,3543,2017,14,3,3.7,24.75,200,768,37.5
"8153","Server",16,32,6,3,48,3115,2017,14,2,2.8,22,125,768,37.5
"8156","Server",4,8,6,3,48,7007,2017,14,3.6,3.7,16.5,105,768,37.5
"8158","Server",12,24,6,3,48,7007,2017,14,3,3.7,24.75,150,768,37.5
"8160","Server",24,48,6,3,48,6532,2017,14,2.1,3.7,33,150,768,37.5
"8160F","Server",24,48,6,3,48,4856,2017,14,2.1,3.7,33,160,768,37.5
"8160T","Server",24,48,6,3,48,4936,2017,14,2.1,3.7,33,150,768,37.5
"8160M","Server",24,48,6,3,48,7704,2017,14,2.1,3.7,33,150,1536,37.5
"8164","Server",26,52,6,3,48,10409,2017,14,2,3.7,35.75,150,768,37.5
"8168","Server",24,48,6,3,48,5890,2017,14,2.7,3.7,33,205,768,37.5
"8170","Server",26,52,6,3,48,10409,2017,14,2.1,3.7,35.75,165,768,37.5
"8170M","Server",26,52,6,3,48,10409,2017,14,2.1,3.7,35.75,165,1536,37.5
"8176","Server",28,56,6,3,48,8719,2017,14,2.1,3.8,38.5,165,768,37.5
"8176F","Server",28,56,6,3,48,10865.5,2017,14,2.1,3.8,38.5,173,768,37.5
"8176M","Server",28,56,6,3,48,11722,2017,14,2.1,3.8,38.5,165,1536,37.5
"8180","Server",28,56,6,3,48,10009,2017,14,2.5,3.8,38.5,205,768,37.5
"8180M","Server",28,56,6,3,48,13011,2017,14,2.5,3.8,38.5,205,1536,37.5
"E7-4830V4","Server",14,28,4,3,32,2170,2016,14,2,2.8,35,115,3143.68,85
"E7-4820V4","Server",10,20,4,3,32,1502,2016,14,2,2,25,115,3143.68,85
"E7-4850V4","Server",16,32,4,3,32,3003,2016,14,2.1,2.8,40,115,3143.68,85
"E7-8860V4","Server",18,36,4,3,32,4061,2016,14,2.2,3.2,45,140,3143.68,85
"E7-8867V4","Server",18,36,4,3,32,4672,2016,14,2.4,3.3,45,165,3143.68,85
"E7-8870V4","Server",20,40,4,3,32,4672,2016,14,2.1,3,50,140,3143.68,85
"E7-8880V4","Server",22,44,4,3,32,5895,2016,14,2.2,3.3,55,150,3143.68,85
"E7-8890V4","Server",24,48,4,3,32,7174,2016,14,2.2,3.4,60,165,3143.68,85
"E7-8891V4","Server",10,20,4,3,32,6841,2016,14,2.8,3.5,60,165,3143.68,85
"E7-8893V4","Server",4,8,4,3,32,6841,2016,14,3.2,3.5,60,140,3143.68,85
"E7-8894V4","Server",24,48,4,3,32,8898,2017,14,2.4,3.4,60,165,3143.68,85
"E7-4830V3","Server",12,24,4,3,32,2170,2015,22,2.1,2.7,30,115,1576.96,85
"E7-4820V3","Server",10,20,4,3,32,1502,2015,22,1.9,1.9,25,115,1576.96,85
"E7-4850V3","Server",14,28,4,3,32,3003,2015,22,2.2,2.8,35,115,1576.96,85
"E7-8860V3","Server",16,32,4,3,32,4061,2015,22,2.2,3.2,40,140,1576.96,85
"E7-8867V3","Server",16,32,4,3,32,4672,2015,22,2.5,3.3,45,165,1576.96,85
"E7-8870V3","Server",18,36,4,3,32,4672,2015,22,2.1,2.9,45,140,1576.96,85
"E7-8880V3","Server",18,36,4,3,32,5895,2015,22,2.3,3.1,45,150,1576.96,85
"E7-8880LV3","Server",18,36,4,3,32,6063,2015,22,2,2.8,45,115,1576.96,85
"E7-8890V3","Server",18,36,4,3,32,7174,2015,22,2.5,3.3,45,165,1576.96,85
"E7-8891V3","Server",10,20,4,3,32,6841,2015,22,2.8,3.5,45,165,1576.96,85
"E7-8893V3","Server",4,8,4,3,32,6841,2015,22,3.2,3.5,45,140,1576.96,85
"E7-2870V2","Server",15,30,4,3,32,4227,2014,22,2.3,2.9,30,130,1576.96,85
"E7-2880V2","Server",15,30,4,3,32,5339,2014,22,2.5,3.1,37.5,130,1576.96,85
"E7-2890V2","Server",15,30,4,3,32,6451,2014,22,2.8,3.4,37.5,155,1576.96,85
"E7-4809V2","Server",6,12,4,3,32,1223,2014,22,1.9,1.9,12,105,1576.96,68
"E7-4820V2","Server",8,16,4,3,32,1446,2014,22,2,2.5,16,105,1576.96,68
"E7-4830V2","Server",10,20,4,3,32,2059,2014,22,2.2,2.7,20,105,1576.96,68
"E7-4850V2","Server",12,24,4,3,32,2837,2014,22,2.3,2.8,24,105,1576.96,68
"E7-4860V2","Server",12,24,4,3,32,3838,2014,22,2.6,3.2,30,130,1576.96,85
"E7-4870V2","Server",15,30,4,3,32,4394,2014,22,2.3,2.9,30,130,1576.96,85
"E7-4880V2","Server",15,30,4,3,32,5506,2014,22,2.5,3.1,37.5,130,1576.96,85
"E7-4890V2","Server",15,30,4,3,32,6619,2014,22,2.8,3.4,37.5,155,1576.96,85
"E7-8893V2","Server",6,12,4,3,32,6841,2014,22,3.4,3.7,37.5,155,1576.96,85
"E7-8891V2","Server",10,20,4,3,32,6841,2014,22,3.2,3.7,37.5,155,1576.96,85
"E7-8890V2","Server",15,30,4,3,32,6841,2014,22,2.8,3.4,37.5,155,1576.96,85
"E7-8880LV2","Server",15,30,4,3,32,5729,2014,22,2.2,2.8,37.5,105,1576.96,85
"E7-8880V2","Server",15,30,4,3,32,5729,2014,22,2.5,3.1,37.5,130,1576.96,85
"E7-8870V2","Server",15,30,4,3,32,4616,2014,22,2.3,2.9,30,130,1576.96,85
"E7-8857V2","Server",12,12,4,3,32,3838,2014,22,3,3.6,30,130,1576.96,85
"E7-8850V2","Server",12,24,4,3,32,3059,2014,22,2.3,2.8,24,105,1576.96,68
"E7-2820","Server",8,16,4,3,40,1334,2011,32,2,2.27,18,105,1044.48,21
"E7-2830","Server",8,16,4,3,40,1779,2011,32,2.13,2.4,24,105,1044.48,21
"E7-2850","Server",10,20,4,3,40,2558,2011,32,2,2.4,24,130,1044.48,21
"E7-2860","Server",10,20,4,3,40,3670,2011,32,2.26,2.67,24,130,1044.48,21
"E7-2870","Server",10,20,4,3,40,4227,2011,32,2.4,2.8,30,130,1044.48,21
"E7-4807","Server",6,12,4,3,40,890,2011,32,1.86,1.86,18,95,2099.2,21
"E7-4820","Server",8,16,4,3,40,1446,2011,32,2,2.27,18,105,2099.2,21
"E7-4830","Server",8,16,4,3,40,2059,2011,32,2.13,2.4,24,105,2099.2,21
"E7-4850","Server",10,20,4,3,40,2837,2011,32,2,2.4,24,130,2099.2,21
"E7-4860","Server",10,20,4,3,40,3838,2011,32,2.26,2.67,24,130,2099.2,21
"E7-4870","Server",10,20,4,3,40,4394,2011,32,2.4,2.8,30,130,2099.2,21
"E7-8830","Server",8,16,4,3,40,2280,2011,32,2.13,2.4,24,105,4198.4,21
"E7-8837","Server",8,8,4,3,40,2280,2011,32,2.66,2.8,24,130,4198.4,21
"E7-8850","Server",10,20,4,3,40,3059,2011,32,2,2.4,24,130,4198.4,21
"E7-8860","Server",10,20,4,3,40,4061,2011,32,2.26,2.67,24,130,4198.4,21
"E7-8867L","Server",10,20,4,3,40,4172,2011,32,2.13,2.53,30,105,4198.4,21
"E7-8870","Server",10,20,4,3,40,4616,2011,32,2.4,2.8,30,130,4198.4,21
"i7-5600U","Mobile",2,4,2,2,12,393,2015,14,2.6,3.2,4,15,16,25.6
"i7-5650U","Mobile",2,4,2,2,12,426,2015,14,2.2,3.1,4,15,16,25.6
"i7-5775C","Desktop",4,8,2,3,16,222.5,2015,14,3.3,3.7,6,65,32,25.6
"i7-5775R","Desktop",4,8,2,3,16,348,2015,14,3.3,3.8,6,65,32,29.86
"i7-5700HQ","Mobile",4,8,2,3,16,378,2015,14,2.7,3.5,6,47,32,25.6
"i7-5700EQ","Embedded",4,8,2,3,16,378,2015,14,2.6,3.4,6,47,32,25.6
"i7-5750HQ","Mobile",4,8,2,3,16,434,2015,14,2.5,3.4,6,47,32,25.6
"i7-5850EQ","Embedded",4,8,2,3,16,435,2015,14,2.7,3.4,6,47,32,25.6
"i7-5850HQ","Mobile",4,8,2,3,16,434,2015,14,2.7,3.6,6,47,32,25.6
"i7-5950HQ","Mobile",4,8,2,3,16,623,2015,14,2.9,3.8,6,47,32,25.6
"i7-5500U","Mobile",2,4,2,2,12,393,2015,14,2.4,3,4,15,16,25.6
"M3-6Y30","Mobile",2,4,2,3,10,281,2015,14,0.9,2.2,4,4.5,16,29.8
"i3-6098P","Desktop",2,4,2,3,16,117,2015,14,3.6,3.6,3,54,64,34.1
"i5-6287U","Mobile",2,4,2,3,12,304,2015,14,3.1,3.5,4,28,32,34.1
"i5-6267U","Mobile",2,4,2,3,12,304,2015,14,2.9,3.3,4,28,32,34.1
"M3-7Y30","Mobile",2,4,2,3,10,281,2016,14,1,2.6,4,4.5,16,29.8
"i3-7100H","Mobile",2,4,2,3,16,225,2017,14,3,3,3,35,64,34.1
"i3-7100U","Mobile",2,4,2,3,12,281,2016,14,2.4,2.4,3,15,32,34.1
"i3-7167U","Mobile",2,4,2,3,12,275,2017,14,2.8,2.8,3,28,32,34.1
"i3-7100","Desktop",2,4,2,3,16,117,2017,14,3.9,3.9,3,51,64,34.1
"i3-7100E","Embedded",2,4,2,3,16,225,2017,14,2.9,2.9,3,35,64,34.1
"i3-7100T","Desktop",2,4,2,3,16,117,2017,14,3.4,3.4,3,35,64,34.1
"i3-7101TE","Desktop",2,4,2,3,16,117,2017,14,3.4,3.4,3,35,64,34.1
"i3-7101E","Desktop",2,4,2,3,16,117,2017,14,3.9,3.9,3,54,64,34.1
"i3-7102E","Embedded",2,4,2,3,16,225,2017,14,2.1,2.1,3,25,64,34.1
"i3-7130U","Mobile",2,4,2,3,12,275,2017,14,2.7,2.7,3,15,32,34.1
"i3-7300T","Desktop",2,4,2,3,16,75,2017,14,3.5,3.5,4,35,64,34.1
"i3-7300","Desktop",2,4,2,3,16,75,2017,14,4,4,4,51,64,34.1
"i3-7320","Desktop",2,4,2,3,16,75,2017,14,4.1,4.1,4,51,64,34.1
"i3-7350K","Desktop",2,4,2,3,16,75,2017,14,4.2,4.2,4,60,64,34.1
"M3-7Y32","Mobile",2,4,2,3,10,281,2017,14,1.1,3,4,4.5,16,29.8
"i7-6500U","Mobile",2,4,2,3,12,393,2015,14,2.5,3.1,4,15,32,34.1
"i7-6560U","Mobile",2,4,2,3,12,275,2015,14,2.2,3.2,4,15,32,34.1
"i7-6567U","Mobile",2,4,2,3,12,275,2015,14,3.3,3.6,4,28,32,34.1
"i7-6600U","Mobile",2,4,2,3,12,393,2015,14,2.6,3.4,4,15,32,34.1
"i7-6650U","Mobile",2,4,2,3,12,415,2015,14,2.2,3.4,4,15,32,34.1
"i7-6660U","Mobile",2,4,2,3,12,415,2016,14,2.4,3.4,4,15,32,34.1
"i7-6700HQ","Mobile",4,8,2,3,16,378,2015,14,2.6,3.5,6,45,64,34.1
"i7-6770HQ","Mobile",4,8,2,3,16,434,2016,14,2.6,3.5,6,45,64,34.1
"i7-6700","Desktop",4,8,2,3,16,222.5,2015,14,3.4,4,8,65,64,34.1
"i7-6700TE","Embedded",4,8,2,3,16,303,2015,14,2.4,3.4,8,35,64,34.1
"i7-6700T","Desktop",4,8,2,3,16,303,2015,14,2.8,3.6,8,35,64,34.1
"i7-6700K","Desktop",4,8,2,3,16,222.5,2015,14,4,4.2,8,91,64,34.1
"i7-6785R","Desktop",4,8,2,3,16,222.5,2016,14,3.3,3.9,8,65,64,34.1
"i7-6820EQ","Embedded",4,8,2,3,16,378,2015,14,2.8,3.5,8,45,64,34.1
"i7-6820HK","Mobile",4,8,2,3,16,378,2015,14,2.7,3.6,8,45,64,34.1
"i7-6820HQ","Mobile",4,8,2,3,16,378,2015,14,2.7,3.6,8,45,64,34.1
"i7-6822EQ","Embedded",4,8,2,3,16,378,2015,14,2,2.8,8,25,64,34.1
"i7-6870HQ","Mobile",4,8,2,3,16,434,2016,14,2.7,3.6,8,45,64,34.1
